ParticipantName,TeamName,Position,Accurate long balls per 90,Accurate passes per 90,Assists,Big chances created,Big chances missed,Blocks per 90,Chances created,Clean sheets,Clearances per 90,Expected assist (xA),Expected assist (xA) per 90,Expected goals (xG),Expected goals (xG) per 90,Expected goals on target (xGOT),Fouls committed per 90,Goals conceded per 90,Goals per 90,Goals prevented,Interceptions per 90,Penalties conceded,Penalties won,Possession won final 3rd per 90,Red cards,Save percentage,Saves per 90,Shots on target per 90,Successful dribbles per 90,Top scorer,Yellow cards
Nikolas Nartey,VfB Stuttgart,ATT,0.5,29.9,,3.0,3.0,0.3,16.0,,1.2,1.7,0.19,1.4,0.15,3.0,1.2,,0.11,,1.0,,,0.5,,,,0.8,1.3,1.0,1.0
Nikolas Veratschnig,1. FSV Mainz 05,MID,0.9,20.4,1.0,1.0,,0.5,2.0,,2.6,0.8,0.19,0.0,0.01,0.1,1.9,,,,1.6,1.0,,0.7,,,,0.2,1.2,,2.0
Nnamdi Collins,Eintracht Frankfurt,DEF,2.2,49.9,1.0,1.0,,0.1,2.0,,4.0,0.3,0.02,0.2,0.02,0.2,1.2,,0.09,,1.6,,,0.3,,,,0.1,0.5,1.0,2.0
Noah Atubolu,Sport-Club Freiburg,GK,,26.0,,1.0,,,1.0,4.0,1.3,0.4,0.02,,,,,1.7,,0.7,,,,,,62.9,2.8,,,,
Noahkai Banks,FC Augsburg,DEF,2.7,41.5,,,1.0,0.8,4.0,,4.7,0.3,0.02,0.9,0.07,1.3,1.6,,0.07,,0.8,,,0.1,,,,0.3,0.1,1.0,6.0
Oladapo Afolayan,FC St. Pauli,ATT,,,,,2.0,,2.0,,,0.2,,0.6,,0.7,,,,,,,,,,,,,,,1.0
Oliver Baumann,TSG 1899 Hoffenheim,GK,,26.2,,,,,,5.0,1.2,0.1,0.01,,,,,1.2,,2.0,,,,,,71.6,2.9,,0.1,,1.0
Oliver Burke,1. FC Union Berlin,ATT,0.2,12.0,,1.0,4.0,0.2,12.0,,,1.0,0.09,2.9,0.27,3.0,0.6,,0.36,,0.4,,,0.8,,,,0.9,0.7,4.0,2.0
Olivier Deman,SV Werder Bremen,DEF,,,1.0,,,,6.0,,,0.6,,0.2,,0.3,,,,,,,,,,,,,,,1.0
Omar Traoré,1. FC Heidenheim 1846,DEF,2.0,27.5,2.0,3.0,,0.1,11.0,,1.5,1.3,0.1,0.2,0.02,0.0,1.3,,,,0.7,,,0.2,,,,0.1,0.8,,2.0
Oscar Fraulo,Borussia Mönchengladbach,MID,,,,,,,,,,0.0,,0.3,,0.9,,,,,,,,,,,,,,1.0,
Oscar Højlund,Eintracht Frankfurt,MID,0.8,40.8,1.0,,,0.4,3.0,,1.2,0.3,0.07,0.0,0.0,,3.0,,,,1.0,,,0.2,,,,,0.2,,1.0
Otto Stange,Hamburger SV,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Ozan Kabak,TSG 1899 Hoffenheim,DEF,2.0,52.3,,,1.0,0.6,,,9.3,0.1,0.02,1.3,0.24,0.5,1.9,,0.37,,1.5,,,0.2,,,,0.4,0.2,2.0,
Pascal Gross,Borussia Dortmund,MID,2.5,59.4,1.0,1.0,1.0,,11.0,,1.3,2.5,0.37,0.6,0.09,0.4,1.5,,,,0.9,,,0.7,,,,0.1,0.6,,
Pascal Stenzel,VfB Stuttgart,DEF,,,,,,,,,,0.0,,0.3,,0.2,,,,,,,,,,,,,,,2.0
Patrice Covic,SV Werder Bremen,MID,2.3,44.0,,2.0,1.0,,2.0,,2.3,0.4,0.17,0.8,0.31,0.7,1.9,,,,1.2,,,0.4,,,,0.4,,,1.0
Patrick Mainka,1. FC Heidenheim 1846,DEF,1.3,36.3,1.0,2.0,2.0,1.5,7.0,,7.1,0.7,0.03,1.8,0.09,1.2,0.3,,0.05,,0.9,,,0.1,,,,0.2,0.2,1.0,1.0
Patrick Osterhage,Sport-Club Freiburg,MID,1.1,33.2,,,1.0,1.0,5.0,,0.7,0.6,0.06,0.9,0.1,1.4,1.2,,0.11,,1.6,,,0.2,,,,0.2,0.5,1.0,3.0
Patrick Wimmer,VfL Wolfsburg,ATT,0.8,18.4,3.0,2.0,1.0,,7.0,,1.2,0.9,0.07,2.0,0.15,2.6,1.5,,0.23,,1.4,,,0.8,,,,0.5,1.9,3.0,4.0
Patrik Schick,Bayer 04 Leverkusen,ATT,0.3,15.8,2.0,3.0,8.0,0.1,5.0,,1.1,2.0,0.17,7.5,0.64,5.9,0.9,,0.51,,0.1,,,0.3,,,,0.9,0.4,6.0,
Paul Nebel,1. FSV Mainz 05,ATT,0.7,28.2,,2.0,3.0,0.1,20.0,,0.8,1.9,0.16,2.4,0.2,1.0,1.2,,0.08,,0.7,,,0.8,2.0,,,0.1,0.9,1.0,2.0
Pharrell Hensel,VfL Wolfsburg,Code_2,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Philipp Lienhart,Sport-Club Freiburg,DEF,2.8,69.1,,,1.0,0.7,3.0,,3.8,0.4,0.04,0.7,0.07,0.3,0.6,,,,1.1,,,0.2,1.0,,,0.1,0.3,,2.0
Philipp Sander,Borussia Mönchengladbach,MID,2.3,42.3,,,1.0,0.4,4.0,,3.9,0.8,0.06,0.7,0.05,1.6,1.1,,0.07,,1.3,1.0,,0.1,,,,0.4,0.1,1.0,1.0
Philipp Treu,Sport-Club Freiburg,DEF,1.1,26.6,1.0,1.0,1.0,0.2,11.0,,1.5,0.8,0.06,0.7,0.05,1.1,0.9,,0.07,,0.4,,,0.2,,,,0.2,0.7,1.0,2.0
Phillip Tietz,1. FSV Mainz 05,ATT,0.3,16.0,2.0,1.0,9.0,,8.0,,2.3,1.1,0.16,3.2,0.47,3.2,2.0,,0.29,,0.1,,1.0,0.9,,,,1.7,0.7,2.0,3.0
Phillipp Mwene,1. FSV Mainz 05,MID,1.1,18.9,,1.0,,0.3,10.0,,2.0,1.3,0.11,0.5,0.04,,1.3,,,,0.3,,1.0,0.6,,,,,0.4,,3.0
Piero Hincapié,Bayer 04 Leverkusen,DEF,,,,,,,,,,0.0,,0.4,,0.8,,,,,,,,,,,,,,,
Péter Gulácsi,RB Leipzig,GK,,26.9,,,,,,9.0,1.3,0.0,0.0,,,,,1.4,,-0.4,,,,,,65.4,2.6,,,,
Ragnar Ache,1. FC Köln,ATT,0.2,11.2,3.0,2.0,10.0,0.1,18.0,,2.5,0.8,0.08,5.7,0.56,5.9,1.0,,0.29,,,,1.0,0.3,,,,1.2,0.4,3.0,2.0
Ramon Hendriks,VfB Stuttgart,DEF,1.6,48.0,1.0,,,0.6,3.0,,4.2,0.6,0.06,0.2,0.01,,0.4,,,,0.8,,,0.3,,,,,0.3,,2.0
Ramy Bensebaini,Borussia Dortmund,DEF,3.3,65.6,,,,0.5,5.0,,5.7,1.4,0.15,0.4,0.04,1.2,1.8,,0.11,,0.9,,,0.2,,,,0.3,0.2,1.0,3.0
Rani Khedira,1. FC Union Berlin,MID,0.9,14.2,,2.0,1.0,0.2,11.0,,2.3,0.9,0.05,1.5,0.08,3.5,1.5,,0.21,,1.2,,,0.2,,,,0.4,0.1,4.0,5.0
Ransford Königsdörffer,Hamburger SV,ATT,0.3,11.4,,,9.0,,10.0,,0.8,0.8,0.06,4.6,0.34,3.1,1.0,,0.07,,0.1,,,0.4,,,,0.9,0.4,1.0,1.0
Raphaël Guerreiro,Bayern München,DEF,0.4,58.1,2.0,2.0,,0.2,11.0,,1.1,0.8,0.17,1.6,0.35,2.3,0.4,,0.63,,0.2,,,0.8,,,,0.6,0.6,3.0,
Rasmus Kristensen,Eintracht Frankfurt,DEF,2.8,42.6,,1.0,,0.1,8.0,,3.6,1.1,0.08,0.7,0.05,1.1,1.3,,0.14,,1.0,,,0.5,,,,0.3,0.8,2.0,4.0
Rav van den Berg,1. FC Köln,DEF,,,,,,,,,,0.1,,,,,,,,,,,,,1.0,,,,,,
Rayan Philippe,Hamburger SV,ATT,0.5,11.0,,2.0,3.0,,14.0,,0.7,1.3,0.12,3.8,0.34,4.3,1.5,,0.37,,0.2,1.0,,0.5,,,,1.1,1.0,4.0,2.0
Ricky-Jade Jones,FC St. Pauli,ATT,,,,1.0,4.0,,6.0,,,0.5,,1.6,,1.2,,,,,,1.0,,,,,,,,2.0,1.0
Ridle Baku,RB Leipzig,DEF,4.0,54.9,2.0,7.0,3.0,0.3,26.0,,3.1,3.8,0.23,1.3,0.08,1.2,1.1,,0.06,,0.7,,,0.4,,,,0.2,0.6,1.0,3.0
Ritsu Doan,Eintracht Frankfurt,ATT,0.8,24.7,5.0,9.0,3.0,0.1,27.0,,0.5,3.8,0.21,2.5,0.14,3.8,0.8,,0.22,,0.8,,,0.7,,,,0.5,1.4,4.0,2.0
Robert Andrich,Bayer 04 Leverkusen,DEF,3.1,59.1,,,1.0,0.3,7.0,,2.6,1.0,0.06,0.4,0.02,0.8,1.3,,0.06,,1.2,,,0.2,1.0,,,0.1,0.1,1.0,1.0
Robert Glatzel,Hamburger SV,ATT,,15.4,,,1.0,,2.0,,2.4,0.0,0.02,0.9,0.54,1.2,2.4,,0.59,,,,,1.8,,,,1.8,1.2,1.0,
Robert Skov,1. FC Union Berlin,MID,,,,,,,1.0,,,0.1,,0.0,,,,,,,,,,,,,,,,,
Robin Fellhauer,FC Augsburg,MID,0.9,22.8,1.0,3.0,1.0,0.3,17.0,,2.3,1.5,0.08,1.1,0.06,1.1,0.9,,0.05,,0.8,,,0.5,,,,0.2,0.5,1.0,2.0
Robin Hack,Borussia Mönchengladbach,ATT,,,,1.0,,,10.0,,,0.7,,0.5,,0.5,,,,,,,,,,,,,,,
Robin Hranac,TSG 1899 Hoffenheim,DEF,2.3,42.3,,,1.0,0.9,1.0,,6.7,0.3,0.02,0.8,0.05,0.4,1.0,,,,0.6,,,0.1,,,,0.1,0.1,,4.0
Robin Koch,Eintracht Frankfurt,DEF,3.2,58.7,,,1.0,0.8,6.0,,7.1,0.7,0.04,1.2,0.06,1.6,0.9,,0.15,,1.3,1.0,1.0,0.1,,,,0.3,0.1,3.0,
Robin Zentner,1. FSV Mainz 05,GK,,,,,,,,,,0.1,,,,,,,,,,,,,1.0,,,,,,2.0
Rocco Reitz,Borussia Mönchengladbach,MID,2.0,31.6,2.0,3.0,,0.2,18.0,,1.6,2.7,0.14,1.5,0.08,1.0,1.2,,,,1.8,,,0.3,,,,0.5,0.8,,4.0
Romano Schmid,SV Werder Bremen,MID,2.0,33.0,5.0,11.0,4.0,0.1,54.0,,0.3,6.1,0.31,4.1,0.21,3.4,0.7,,0.1,,0.3,,,1.2,,,,0.5,1.0,2.0,4.0
Romulo Cruz,RB Leipzig,ATT,0.6,18.2,3.0,4.0,10.0,0.1,16.0,,1.4,1.6,0.12,7.2,0.52,7.7,0.5,,0.43,,0.3,,,0.6,,,,1.0,0.4,6.0,
Ron-Robert Zieler,1. FC Köln,GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Sacha Boey,Bayern München,DEF,,,,,,,4.0,,,0.3,,0.3,,,,,,,,,,,,,,,,,1.0
Said El Mala,1. FC Köln,ATT,0.2,14.5,2.0,4.0,10.0,,9.0,,0.2,1.3,0.13,5.6,0.54,5.9,0.8,,0.68,,0.3,,,1.0,,,,1.7,2.8,7.0,1.0
Salih Özcan,Borussia Dortmund,MID,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,
Samba Konate,RB Leipzig,Code_3,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
Samuel Essende,FC Augsburg,ATT,,14.1,,,2.0,,4.0,,0.4,0.2,0.04,1.7,0.38,0.8,3.8,,0.22,,,,,0.7,,,,0.9,1.1,1.0,2.0
Samuel Mbangula,SV Werder Bremen,ATT,0.9,31.3,2.0,2.0,1.0,0.1,14.0,,0.3,1.5,0.16,0.8,0.09,2.1,0.3,,0.33,,0.4,,2.0,0.2,,,,0.5,2.5,3.0,
Saël Kumbedi,VfL Wolfsburg,DEF,0.9,28.5,5.0,4.0,,0.3,10.0,,3.4,1.4,0.12,0.1,0.01,,1.3,,,,0.7,,,0.1,,,,,0.8,,1.0
Sebastian Sebulonsen,1. FC Köln,MID,1.3,23.0,,4.0,,0.2,15.0,,3.2,2.4,0.13,1.0,0.06,0.3,0.4,,,,0.7,,,0.1,,,,0.2,0.7,,4.0
Senne Lynen,SV Werder Bremen,MID,3.1,44.5,,,1.0,0.4,6.0,,3.0,1.2,0.06,0.6,0.03,0.2,1.2,,,,2.1,,,0.2,,,,0.1,0.2,,2.0
Serge Gnabry,Bayern München,ATT,1.1,44.6,5.0,6.0,4.0,0.1,17.0,,0.2,3.1,0.32,4.5,0.46,4.2,0.7,,0.62,,0.3,,,0.4,,,,1.3,1.4,6.0,1.0
Serhou Guirassy,Borussia Dortmund,ATT,0.4,17.2,1.0,1.0,11.0,0.1,15.0,,1.6,2.6,0.16,9.9,0.61,9.9,1.6,,0.49,,,1.0,2.0,0.5,,,,1.4,0.5,8.0,2.0
Shuto Machino,Borussia Mönchengladbach,ATT,0.6,17.2,,,2.0,,10.0,,1.1,1.3,0.15,2.1,0.25,2.6,0.7,,0.37,,0.1,,,0.5,,,,1.0,,3.0,1.0
Silas Katompa Mvumpa,1. FSV Mainz 05,ATT,,,,,1.0,,1.0,,,0.1,,1.2,,1.4,,,,,,,,,,,,,,1.0,
Silvan Widmer,1. FSV Mainz 05,MID,1.1,19.6,,2.0,4.0,0.4,3.0,,3.3,0.9,0.08,2.2,0.19,2.4,0.8,,0.18,,0.8,,,0.3,,,,0.3,0.2,2.0,4.0
Sirlord Conteh,1. FC Heidenheim 1846,ATT,,,1.0,,2.0,,6.0,,,0.5,,2.3,,1.1,,,,,,,,,,,,,,1.0,1.0
Skelly Alvero,SV Werder Bremen,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Sota Kawasaki,1. FSV Mainz 05,ATT,,,,,,,,,,0.3,,0.1,,,,,,,,,,,,,,,,,1.0
Stanley N'Soki,1. FC Union Berlin,DEF,,,1.0,,,,1.0,,,0.2,,0.2,,0.3,,,,,,,,,,,,,,1.0,1.0
Stefan Bell,1. FSV Mainz 05,DEF,3.0,25.4,1.0,3.0,,0.9,5.0,,9.4,0.6,0.06,1.4,0.14,2.0,1.4,,0.19,,1.5,,,,,,,0.4,0.1,2.0,4.0
Stefan Posch,1. FSV Mainz 05,DEF,,,,,,,1.0,,,0.2,,,,,,,,,,,,,,,,,,,2.0
Stefan Schimmer,1. FC Heidenheim 1846,ATT,0.9,11.6,1.0,2.0,7.0,,10.0,,1.5,0.5,0.1,4.3,0.82,4.6,1.5,,0.95,,0.6,,,0.8,,,,1.7,0.2,5.0,1.0
Thomas Leon Keller,1. FC Heidenheim 1846,DEF,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,1.0
Tiago Tomás,VfB Stuttgart,ATT,0.1,21.4,,1.0,3.0,0.3,8.0,,0.9,0.6,0.09,4.1,0.58,2.7,1.2,,0.43,,0.4,,1.0,0.3,,,,1.2,1.2,3.0,2.0
Tidiam Gomis,RB Leipzig,ATT,0.6,25.4,,,,0.3,1.0,,,0.3,0.1,0.5,0.16,1.0,0.3,,0.32,,,,,,,,,1.0,2.6,1.0,
Tim Kleindienst,Borussia Mönchengladbach,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Tim Lemperle,TSG 1899 Hoffenheim,ATT,0.3,16.6,2.0,2.0,7.0,0.1,19.0,,1.3,1.6,0.11,5.2,0.36,3.9,2.6,,0.42,,0.3,,1.0,1.2,,,,1.0,0.6,6.0,1.0
Tim Siersleben,1. FC Heidenheim 1846,DEF,3.3,37.9,,,1.0,0.7,2.0,,6.4,0.4,0.03,0.5,0.04,1.0,1.1,,,,1.6,1.0,,0.2,,,,0.3,,,1.0
Tim Skarke,1. FC Union Berlin,ATT,0.8,15.9,,,,,5.0,,2.1,0.2,0.05,0.7,0.18,1.1,1.3,,0.26,,,,,0.5,,,,1.3,0.3,1.0,
Timo Hübers,1. FC Köln,DEF,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
Timo Werner,RB Leipzig,ATT,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
Tobias Weigel,1. FC Heidenheim 1846,Code_3,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Tom Bischof,Bayern München,MID,2.5,76.6,3.0,3.0,,0.2,16.0,,0.9,1.5,0.17,0.9,0.1,0.2,1.1,,,,0.8,1.0,,0.7,,,,0.2,0.3,,2.0
Tom Krauss,1. FC Köln,MID,2.2,40.6,1.0,1.0,,0.5,8.0,,2.7,0.7,0.06,0.3,0.02,0.1,1.2,,,,1.7,,,0.3,,,,0.1,0.3,,4.0
Tom Rothe,1. FC Union Berlin,DEF,1.7,25.0,,1.0,,,4.0,,4.3,0.4,0.07,0.8,0.13,0.3,1.5,,0.17,,2.2,1.0,,,1.0,,,0.5,0.5,1.0,1.0
Tomoya Ando,FC St. Pauli,DEF,,,,,,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,
Umut Tohumcu,TSG 1899 Hoffenheim,MID,,,,,,,,,,0.0,,0.1,,,,,,,,,,,,,,,,,2.0
Valentin Gendrey,TSG 1899 Hoffenheim,DEF,,,1.0,1.0,,,2.0,,,0.5,,,,,,,,,,,,,,,,,,,
Victor Okoh Boniface,SV Werder Bremen,ATT,1.4,20.8,2.0,2.0,,,7.0,,2.2,0.6,0.17,1.1,0.3,0.9,0.3,,,,,,,0.8,,,,1.7,1.4,,1.0
Vincenzo Grifo,Sport-Club Freiburg,ATT,3.3,36.0,1.0,8.0,,0.1,27.0,,1.3,2.9,0.27,4.7,0.43,4.8,0.5,,0.55,,0.4,,,0.2,,,,0.5,0.7,6.0,
Vini Souza,VfL Wolfsburg,MID,0.9,26.2,,,,0.9,3.0,,5.2,0.4,0.03,0.1,0.01,0.0,2.0,,,,1.3,1.0,,0.2,,,,0.1,0.2,,2.0
Vladimir Coufal,TSG 1899 Hoffenheim,DEF,1.7,30.9,4.0,8.0,,0.5,27.0,,3.3,4.0,0.2,0.5,0.03,0.6,1.0,,0.05,,1.1,,,0.4,,,,0.2,0.9,1.0,2.0
Václav Cerny,VfL Wolfsburg,ATT,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Wael Mohya,Borussia Mönchengladbach,Code_2,,,,,,,1.0,,,0.1,,0.1,,0.1,,,,,,,,,,,,,,,
Waldemar Anton,Borussia Dortmund,DEF,2.5,66.9,,,,0.6,3.0,,5.4,0.6,0.03,1.0,0.06,2.1,0.8,,0.11,,0.8,,,0.1,,,,0.2,0.5,2.0,3.0
Warmed Omari,Hamburger SV,DEF,,,,,,,3.0,,,0.1,,0.0,,,,,,,,,,,,,,,,,
Willi Orban,RB Leipzig,DEF,2.3,61.0,,1.0,3.0,1.3,6.0,,7.0,0.6,0.03,2.0,0.1,2.1,0.6,,0.05,,1.1,,,,,,,0.3,0.2,1.0,2.0
William Bøving,1. FSV Mainz 05,ATT,,,1.0,1.0,,,2.0,,,0.4,,0.0,,,,,,,,,,,,,,,,,1.0
William Mikelbrencis,Hamburger SV,DEF,0.8,19.1,1.0,2.0,1.0,0.3,6.0,,2.2,0.6,0.1,0.8,0.12,0.6,1.7,,,,0.3,,,0.3,,,,0.6,0.5,,
Wisdom Mike,Bayern München,ATT,,,,,,,,,,0.0,,0.1,,0.1,,,,,,,,,,,,,,,
Woo-Yeong Jeong,1. FC Union Berlin,ATT,0.3,20.1,1.0,,2.0,,4.0,,1.0,0.6,0.08,1.7,0.22,1.9,0.9,,0.25,,0.4,,,0.4,,,,0.6,0.8,2.0,
Wouter Burger,TSG 1899 Hoffenheim,MID,2.3,37.2,5.0,9.0,2.0,0.3,31.0,,2.6,3.3,0.2,2.2,0.14,3.7,2.3,,0.25,,0.7,1.0,1.0,0.7,1.0,,,0.6,0.2,4.0,4.0
Xaver Schlager,RB Leipzig,MID,1.3,42.1,,1.0,1.0,0.2,11.0,,1.4,1.8,0.15,1.3,0.11,1.8,1.2,,0.17,,0.6,,,0.5,,,,0.4,1.1,2.0,2.0
Xavi Simons,RB Leipzig,ATT,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
Yan Couto,Borussia Dortmund,MID,1.5,34.8,2.0,4.0,,0.1,15.0,,1.5,2.6,0.28,0.6,0.07,1.0,1.3,,0.11,,0.6,,,0.3,,,,0.3,1.1,1.0,4.0
Yan Diomande,RB Leipzig,ATT,1.1,33.7,4.0,5.0,3.0,0.1,29.0,,0.4,4.2,0.29,3.5,0.25,6.6,0.6,,0.49,,0.8,,,0.6,,,,1.1,4.2,7.0,2.0
Yannick Gerhardt,VfL Wolfsburg,MID,0.7,33.9,,,,0.6,5.0,,2.5,0.5,0.05,0.5,0.06,,1.8,,,,0.8,,,,,,,,,,1.0
Yannik Engelhardt,Borussia Mönchengladbach,MID,0.8,38.5,1.0,1.0,,0.5,5.0,,2.0,1.0,0.06,1.0,0.06,0.8,1.6,,0.07,,0.8,,,0.3,,,,0.3,0.2,1.0,2.0
Yannik Keitel,FC Augsburg,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0
Yannik Wagner,1. FC Heidenheim 1846,Code_3,,,,1.0,,,2.0,,,0.5,,0.0,,,,,,,,,,,,,,,,,
Younes Ebnoutalib,Eintracht Frankfurt,ATT,,,,,,,2.0,,,0.0,,0.4,,0.2,,,,,,,,,,,,,,1.0,
Youssoupha Niang,1. FC Köln,Code_3,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Yuito Suzuki,Sport-Club Freiburg,ATT,1.1,17.7,2.0,1.0,4.0,,15.0,,0.7,1.3,0.12,2.8,0.26,3.4,0.9,,0.28,,0.5,,,0.6,,,,1.0,0.8,3.0,2.0
Yukinari Sugawara,SV Werder Bremen,DEF,2.4,33.1,4.0,2.0,2.0,0.1,12.0,,2.8,1.8,0.1,1.6,0.09,1.2,0.7,,,,0.5,,,0.3,,,,0.4,0.5,,1.0
Yussuf Poulsen,Hamburger SV,ATT,,,,,,,1.0,,,0.2,,0.8,,0.8,,,,,,,,,,,,,,1.0,3.0
